rank,category,strategy_name,description,total_return,annual_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,num_trades,composite_score,parameters
628,unknown,MeanRev_WMA50_M1_8pct_zscore,Unknown strategy on M1,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M1', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
629,unknown,MeanRev_WMA50_M1_10pct_zscore,Unknown strategy on M1,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M1', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
630,unknown,MeanRev_WMA50_M2_2pct_zscore,Unknown strategy on M2,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M2', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
631,unknown,MeanRev_WMA50_M2_3pct_zscore,Unknown strategy on M2,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M2', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
632,unknown,MeanRev_WMA50_M2_5pct_zscore,Unknown strategy on M2,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M2', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
633,unknown,MeanRev_WMA50_M2_8pct_zscore,Unknown strategy on M2,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M2', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
634,unknown,MeanRev_WMA50_M2_10pct_zscore,Unknown strategy on M2,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M2', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
635,unknown,MeanRev_WMA50_M3_2pct_zscore,Unknown strategy on M3,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M3', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
636,unknown,MeanRev_WMA50_M3_3pct_zscore,Unknown strategy on M3,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M3', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
637,unknown,MeanRev_WMA50_M3_5pct_zscore,Unknown strategy on M3,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M3', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
638,unknown,MeanRev_WMA50_M3_8pct_zscore,Unknown strategy on M3,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M3', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
639,unknown,MeanRev_WMA50_M3_10pct_zscore,Unknown strategy on M3,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M3', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
640,unknown,MeanRev_WMA50_M5_2pct_zscore,Unknown strategy on M5,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M5', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
641,unknown,MeanRev_WMA50_M5_3pct_zscore,Unknown strategy on M5,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M5', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
642,unknown,MeanRev_WMA50_M5_5pct_zscore,Unknown strategy on M5,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M5', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
643,unknown,MeanRev_WMA50_M5_8pct_zscore,Unknown strategy on M5,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M5', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
644,unknown,MeanRev_WMA50_M5_10pct_zscore,Unknown strategy on M5,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M5', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
645,unknown,MeanRev_WMA50_M10_2pct_zscore,Unknown strategy on M10,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M10', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
646,unknown,MeanRev_WMA50_M10_3pct_zscore,Unknown strategy on M10,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M10', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
647,unknown,MeanRev_WMA50_M10_5pct_zscore,Unknown strategy on M10,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M10', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
648,unknown,MeanRev_WMA50_M10_8pct_zscore,Unknown strategy on M10,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M10', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
649,unknown,MeanRev_WMA50_M10_10pct_zscore,Unknown strategy on M10,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M10', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
650,unknown,MeanRev_WMA50_M15_2pct_zscore,Unknown strategy on M15,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M15', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
651,unknown,MeanRev_WMA50_M15_3pct_zscore,Unknown strategy on M15,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M15', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
652,unknown,MeanRev_WMA50_M15_5pct_zscore,Unknown strategy on M15,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M15', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
653,unknown,MeanRev_WMA50_M15_8pct_zscore,Unknown strategy on M15,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M15', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
654,unknown,MeanRev_WMA50_M15_10pct_zscore,Unknown strategy on M15,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M15', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
655,unknown,MeanRev_WMA50_M30_2pct_zscore,Unknown strategy on M30,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M30', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
656,unknown,MeanRev_WMA50_M30_3pct_zscore,Unknown strategy on M30,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M30', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
657,unknown,MeanRev_WMA50_M30_5pct_zscore,Unknown strategy on M30,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M30', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
658,unknown,MeanRev_WMA50_M30_8pct_zscore,Unknown strategy on M30,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M30', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
659,unknown,MeanRev_WMA50_M30_10pct_zscore,Unknown strategy on M30,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M30', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
660,unknown,MeanRev_WMA50_H1_2pct_zscore,Unknown strategy on H1,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H1', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
661,unknown,MeanRev_WMA50_H1_3pct_zscore,Unknown strategy on H1,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H1', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
662,unknown,MeanRev_WMA50_H1_5pct_zscore,Unknown strategy on H1,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H1', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
663,unknown,MeanRev_WMA50_H1_8pct_zscore,Unknown strategy on H1,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H1', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
664,unknown,MeanRev_WMA50_H1_10pct_zscore,Unknown strategy on H1,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H1', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
665,unknown,MeanRev_WMA50_H2_2pct_zscore,Unknown strategy on H2,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H2', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
666,unknown,MeanRev_WMA50_H2_3pct_zscore,Unknown strategy on H2,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H2', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
667,unknown,MeanRev_WMA50_H2_5pct_zscore,Unknown strategy on H2,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H2', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
668,unknown,MeanRev_WMA50_H2_8pct_zscore,Unknown strategy on H2,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H2', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
669,unknown,MeanRev_WMA50_H2_10pct_zscore,Unknown strategy on H2,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H2', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
670,unknown,MeanRev_WMA50_H4_2pct_zscore,Unknown strategy on H4,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H4', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
671,unknown,MeanRev_WMA50_H4_3pct_zscore,Unknown strategy on H4,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H4', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
672,unknown,MeanRev_WMA50_H4_5pct_zscore,Unknown strategy on H4,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H4', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
673,unknown,MeanRev_WMA50_H4_8pct_zscore,Unknown strategy on H4,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H4', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
674,unknown,MeanRev_WMA50_H4_10pct_zscore,Unknown strategy on H4,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H4', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
675,unknown,MeanRev_WMA50_H6_2pct_zscore,Unknown strategy on H6,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H6', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
676,unknown,MeanRev_WMA50_H6_3pct_zscore,Unknown strategy on H6,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H6', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
677,unknown,MeanRev_WMA50_H6_5pct_zscore,Unknown strategy on H6,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H6', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
678,unknown,MeanRev_WMA50_H6_8pct_zscore,Unknown strategy on H6,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H6', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
679,unknown,MeanRev_WMA50_H6_10pct_zscore,Unknown strategy on H6,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H6', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
680,unknown,MeanRev_WMA50_H8_2pct_zscore,Unknown strategy on H8,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H8', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
681,unknown,MeanRev_WMA50_H8_3pct_zscore,Unknown strategy on H8,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H8', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
682,unknown,MeanRev_WMA50_H8_5pct_zscore,Unknown strategy on H8,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H8', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
683,unknown,MeanRev_WMA50_H8_8pct_zscore,Unknown strategy on H8,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H8', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
684,unknown,MeanRev_WMA50_H8_10pct_zscore,Unknown strategy on H8,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H8', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
685,unknown,MeanRev_WMA50_H12_2pct_zscore,Unknown strategy on H12,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H12', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
686,unknown,MeanRev_WMA50_H12_3pct_zscore,Unknown strategy on H12,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H12', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
687,unknown,MeanRev_WMA50_H12_5pct_zscore,Unknown strategy on H12,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H12', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
688,unknown,MeanRev_WMA50_H12_8pct_zscore,Unknown strategy on H12,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H12', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
689,unknown,MeanRev_WMA50_H12_10pct_zscore,Unknown strategy on H12,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'H12', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
690,unknown,MeanRev_WMA50_D_2pct_zscore,Unknown strategy on D,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'D', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
691,unknown,MeanRev_WMA50_D_3pct_zscore,Unknown strategy on D,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'D', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
692,unknown,MeanRev_WMA50_D_5pct_zscore,Unknown strategy on D,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'D', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
693,unknown,MeanRev_WMA50_D_8pct_zscore,Unknown strategy on D,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'D', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
694,unknown,MeanRev_WMA50_D_10pct_zscore,Unknown strategy on D,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'D', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
695,unknown,MeanRev_WMA50_W_2pct_zscore,Unknown strategy on W,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'W', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
696,unknown,MeanRev_WMA50_W_3pct_zscore,Unknown strategy on W,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'W', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
697,unknown,MeanRev_WMA50_W_5pct_zscore,Unknown strategy on W,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'W', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
698,unknown,MeanRev_WMA50_W_8pct_zscore,Unknown strategy on W,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'W', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
699,unknown,MeanRev_WMA50_W_10pct_zscore,Unknown strategy on W,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'W', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
700,unknown,MeanRev_WMA50_M_2pct_zscore,Unknown strategy on M,,,-9.739052177931415,-0.9999992404933548,0.4992575224697147,1.0058953891283806,6402,-3.795769290727959,"{'ma_type': 'WMA', 'ma_period': 50, 'timeframe': 'M', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
